IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.03,,,0.74,,3.47,2.03 [0.74 – 3.47],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2019,true,Sex,Male,MLE,,,,,,,,,,2.06,,,0.5,,3.95,2.06 [0.5 – 3.95],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.09,,,1.2,,3.04,2.09 [1.2 – 3.04],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.12,,,0.63,,3.82,2.12 [0.63 – 3.82],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.12,,,0.7,,3.75,2.12 [0.7 – 3.75],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.12,,,0.89,,3.52,2.12 [0.89 – 3.52],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Male,MLE,,,,,,,,,,2.15,,,0.44,,4.22,2.15 [0.44 – 4.22],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.15,,,1.23,,3.1,2.15 [1.23 – 3.1],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,GUY,Guyana,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.19,,,1.36,,3.1,2.19 [1.36 – 3.1],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2019,true,Sex,Male,MLE,,,,,,,,,,2.22,,,0.21,,4.55,2.22 [0.21 – 4.55],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2019,true,Sex,Male,MLE,,,,,,,,,,2.23,,,0.38,,4.3,2.23 [0.38 – 4.3],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.23,,,1.39,,3.17,2.23 [1.39 – 3.17],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,CHN,China,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.28,,,1.38,,3.26,2.28 [1.38 – 3.26],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,MEX,Mexico,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.30,,,1.3,,3.36,2.3 [1.3 – 3.36],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,TGO,Togo,Year,2019,true,Sex,Male,MLE,,,,,,,,,,2.31,,,0.64,,4.29,2.31 [0.64 – 4.29],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,CUB,Cuba,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.34,,,1.35,,3.36,2.34 [1.35 – 3.36],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.37,,,0.98,,3.94,2.37 [0.98 – 3.94],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,PRY,Paraguay,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.37,,,1.44,,3.4,2.37 [1.44 – 3.4],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,BLZ,Belize,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.38,,,1.32,,3.52,2.38 [1.32 – 3.52],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,WSM,Samoa,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.39,,,0.75,,4.18,2.39 [0.75 – 4.18],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,true,Sex,Male,MLE,,,,,,,,,,2.40,,,0.53,,4.69,2.4 [0.53 – 4.69],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.40,,,1.47,,3.39,2.4 [1.47 – 3.39],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.42,,,1.54,,3.35,2.42 [1.54 – 3.35],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,DMA,Dominica,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.44,,,1.4,,3.52,2.44 [1.4 – 3.52],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.49,,,1.54,,3.53,2.49 [1.54 – 3.53],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,SUR,Suriname,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.57,,,1.67,,3.49,2.57 [1.67 – 3.49],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.60,,,1.22,,4.04,2.6 [1.22 – 4.04],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,CPV,Cabo Verde,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.63,,,1.62,,3.7,2.63 [1.62 – 3.7],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2019,true,Sex,Male,MLE,,,,,,,,,,2.65,,,0.72,,4.86,2.65 [0.72 – 4.86],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2019,true,Sex,Male,MLE,,,,,,,,,,2.65,,,0.76,,4.77,2.65 [0.76 – 4.77],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,PAN,Panama,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.65,,,1.73,,3.67,2.65 [1.73 – 3.67],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.66,,,1.16,,4.21,2.66 [1.16 – 4.21],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,GTM,Guatemala,Year,2019,true,Sex,Male,MLE,,,,,,,,,,2.67,,,0.88,,4.47,2.67 [0.88 – 4.47],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.71,,,1.69,,3.84,2.71 [1.69 – 3.84],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,COG,Congo,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.72,,,1.74,,3.78,2.72 [1.74 – 3.78],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SWZ,Eswatini,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.73,,,1.79,,3.72,2.73 [1.79 – 3.72],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Male,MLE,,,,,,,,,,2.75,,,0.84,,4.9,2.75 [0.84 – 4.9],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.75,,,1.78,,3.82,2.75 [1.78 – 3.82],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.79,,,1.83,,3.86,2.79 [1.83 – 3.86],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.80,,,1.21,,4.64,2.8 [1.21 – 4.64],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,BWA,Botswana,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.81,,,1.86,,3.83,2.81 [1.86 – 3.83],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,DOM,Dominican Republic,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.82,,,1.75,,3.95,2.82 [1.75 – 3.95],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.83,,,1.41,,4.37,2.83 [1.41 – 4.37],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.84,,,1.78,,3.94,2.84 [1.78 – 3.94],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,true,Sex,Male,MLE,,,,,,,,,,2.85,,,0.91,,5.05,2.85 [0.91 – 5.05],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,KEN,Kenya,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.87,,,1.35,,4.56,2.87 [1.35 – 4.56],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,JPN,Japan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.89,,,1.89,,4.03,2.89 [1.89 – 4.03],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TKM,Turkmenistan,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.93,,,1.44,,4.52,2.93 [1.44 – 4.52],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ZAF,South Africa,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.93,,,1.97,,4,2.93 [1.97 – 4],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,NRU,Nauru,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,2.94,,,1.41,,4.59,2.94 [1.41 – 4.59],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GAB,Gabon,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,2.94,,,1.94,,4.04,2.94 [1.94 – 4.04],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,CZE,Czechia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,21.09,,,15.93,,26.43,21.09 [15.93 – 26.43],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,LVA,Latvia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,21.73,,,15.32,,28.29,21.73 [15.32 – 28.29],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,GEO,Georgia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,24.31,,,16.77,,31.38,24.31 [16.77 – 31.38],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ROU,Romania,Year,2019,true,Sex,Male,MLE,,,,,,,,,,27.30,,,19.92,,34.42,27.3 [19.92 – 34.42],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ISR,Israel,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.01,,,1.47,,4.68,3.01 [1.47 – 4.68],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.02,,,1.54,,4.68,3.02 [1.54 – 4.68],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.04,,,2.01,,4.15,3.04 [2.01 – 4.15],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.08,,,1.27,,5.1,3.08 [1.27 – 5.1],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,NOR,Norway,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.09,,,1.96,,4.34,3.09 [1.96 – 4.34],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,CHL,Chile,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.09,,,2.05,,4.29,3.09 [2.05 – 4.29],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.12,,,0.38,,6.02,3.12 [0.38 – 6.02],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,GRC,Greece,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.12,,,2.03,,4.28,3.12 [2.03 – 4.28],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,NIU,Niue,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.16,,,2.21,,4.15,3.16 [2.21 – 4.15],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.17,,,1.59,,4.96,3.17 [1.59 – 4.96],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,RWA,Rwanda,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.18,,,1.01,,5.61,3.18 [1.01 – 5.61],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.20,,,1.14,,5.48,3.2 [1.14 – 5.48],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TUR,Türkiye,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.21,,,0.81,,5.89,3.21 [0.81 – 5.89],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.24,,,1.37,,5.42,3.24 [1.37 – 5.42],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,ECU,Ecuador,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.26,,,1.65,,4.98,3.26 [1.65 – 4.98],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,BEN,Benin,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.27,,,1.98,,4.55,3.27 [1.98 – 4.55],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,BRA,Brazil,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.27,,,2.15,,4.49,3.27 [2.15 – 4.49],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,SLV,El Salvador,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.28,,,1.64,,4.93,3.28 [1.64 – 4.93],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.31,,,2.06,,4.61,3.31 [2.06 – 4.61],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,BFA,Burkina Faso,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.31,,,2.22,,4.48,3.31 [2.22 – 4.48],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,SRB,Serbia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.35,,,2.25,,4.6,3.35 [2.25 – 4.6],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.35,,,2.29,,4.46,3.35 [2.29 – 4.46],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
